review,rating,date
"GAK USAH IKLAN HAL-HAL YANG DASAR AJA MEMILIH LAGU DAN SKIP SPOTIFY GAK BISA DIANDALKAN, GAK HERAN MAKIN BANYAK YANG PINDAH KE APLIKASI LAIN, SETIDAKNYA APLIKASI LAIN ITU MENYETEL LAGU DAN BUKAN IKLAN SETIAP WAKTU. DAN SPOTIFY: DIKURANGI KIKIRNYA=ORANG JADI SUKA DENGAR LAGU=MAKIN BANYAK ORANG MAKE SPOTIFY=SPOTIFY DISUKAI DAN LEBIH MAJU DARIPADA APLIKASI LAIN. IM DISGUSTED IN YOUR GREEDINESS!",1,2025-12-24 09:20:05
banyak bgt lagu yah,5,2025-12-24 09:05:02
"dengerin 1 lagu iklannya 3, plis lah mls bgt",3,2025-12-24 08:56:55
Banyak iklan.,1,2025-12-24 08:54:12
"gud, tpi..... harus bgt yeh prem.....",5,2025-12-24 08:49:17
"bagus, but plsss, premiumm ituu menggangguuu banget, jujur😭😭🙏🏻🙏🏻",4,2025-12-24 08:46:29
bagus banget dan saya bisa dengar lagu kesukaan saya,5,2025-12-24 08:43:00
min tolong kurangi ya iklan nya.aplikasi nya uda bagus.tapi kalo bisa kurangi ya iklan nya,4,2025-12-24 08:42:20
seru lagunya 🥰,5,2025-12-24 08:27:54
"kepada pihak spotify saya tidak bisa tenang saat mendengarkan lagu di playlist saya, setiap saya mendengarkan lagu di spotify lagu nya terus melompati lagu playlist saya, saya menjadi tidak tenang saat mendengarkan musik tolong banget",1,2025-12-24 08:23:33
"buat sekarang spotify udah bagus sih, lagu nya juga banyak, fitur juga ok, tapi yg jadi masalah itu iklan sering banget muncul baru 2 atau 1 lagu tiba tiba iklan, dulu sih 1 sekarang ada 3/4 iklan, dan itu bikin agak risih, lebih suka spotify yg dlu waktu iklan cuma 1, jadi mau denger iklan apa lagu klo gitu?, ini jadinya 80% iklan 20% lagu",4,2025-12-24 08:21:41
top,5,2025-12-24 08:20:04
bagus,5,2025-12-24 08:02:15
update yg kali nih gajelas bener buat ngeselin aja,1,2025-12-24 07:57:24
dikit dikit bayar mau play musik yang mau di play aja bayar kalo ga bayar lagu yang di play beda skip lagu 6x abistu bayar lagi alah,2,2025-12-24 07:43:42
suka aja sih,5,2025-12-24 07:43:00
kikir 😂😂 awal2 baik lama2 maksa bgt beli premium. semoga kena azab nih orang kikir,1,2025-12-24 07:40:14
kurang enak soal nya akunku hilang terus 😡😡😡😡😡 mana nggak bisa masuk lagi...............aku jadi nya nonton YouTube aja hehehe jadi kurang bagus 😁😁😁😁😁😁😁😁😁😁😁😁😁😁 maaf ya aku jadi cuma ngasih bintang 1 hehehe,1,2025-12-24 07:39:40
enak bgt buat ngisi waktu saat krrjaa,5,2025-12-24 07:38:02
alway kemana pun dengerin lagu pasti si spotify tapi sekarang parah bgt iklannya! 2 lagu iklan 3.,3,2025-12-24 07:33:24
keren Banget,5,2025-12-24 07:32:45
bagus banget plis😭,5,2025-12-24 07:31:49
bagus kalo di kasih duwit,5,2025-12-24 07:29:19
mantap,5,2025-12-24 07:24:31
musik nya sangat bagus saya suka,5,2025-12-24 07:13:40
"intinya mantap lah,,,tpi iklan nya terlalu sering kalau blum premium😔",5,2025-12-24 07:09:28
udah bagus banget tapi kehalang iklan dan plis fitur sesuai playlist gratisin dong,4,2025-12-24 07:08:12
"lebih ke iklan sih, lirik lagu banyak salahnya, kadang gaada liriknya terus kalo ke draf kita sekarang gak bisa milih lagi yang mau kita puter sendiri harus dari aplikasinya, padahal udah langganan platform ini, yaudah sih say goodbye.",4,2025-12-24 07:07:14
Bagus ini bisa di pake main game kan kalo gak bisa tambahin fitur nya nanti aku kasi 5 bintang 😎👍,3,2025-12-24 06:56:30
jelek,1,2025-12-24 06:50:18
"Semakin rakus aja ini aplikasi. Cuma bisa lihat daftar lagu cuplikan, mau pilih lagu yg diputar aja gak bisa njir.",1,2025-12-24 06:39:22
This apk is amazing,5,2025-12-24 06:34:58
Saya sebagai editor membutuhkan aplikasi ini untuk memutar lago whiskey cola 😎 dan lagu lain nyea jadi akoe kasih bintang 5 [liymea] :l,5,2025-12-24 06:34:01
"Bagus kok, cuman kalo mau lagunya keputar sesuai urutan perlu premium, mengsedih T_T",4,2025-12-24 06:31:50
bagusssss anjimmm,5,2025-12-24 06:25:46
baguss banget tapi iklan nya lama banget,5,2025-12-24 06:17:45
mudah mencari lagu kesayangan,5,2025-12-24 06:08:49
"menurut saya Spotify lama lama makin menjadi ribet yang dimana mana harus premium ,iklan,ngeskip lagu cuman boleh 6 kali 24jam,dan memilih lagu pun dibatasin,iklan yang bertambah banyak dan lama saya rasa ini cukup meresahkan para pengguna gratisan karena developer secara tidak langsung menyuruh kita membeli premium dan menurut saya beberapa premium harga nya mahal walaupun ada uji coba 3 bulan 39K dan 2 bulan untuk murid 39k juga tetapi itu tetap meresahkan bagi yang dompet nya pas pasan.",1,2025-12-24 05:52:42
kenapa saya lansung hilang,4,2025-12-24 05:41:48
spotify bagus sekali sangat membatu karna ada liriknya bisa buat karaoke 👍,5,2025-12-24 05:28:52
Terimakasih atas kerja sama nya,5,2025-12-24 05:24:26
jarena seruuu,5,2025-12-24 05:20:17
"saya sengaja kasih bintang 1 karna saya ada alasan buat spotify ini, kadang saya mau memutar lagu sesuka hati ku tapi yang di dengar malah lagu lain tolong jangan beginilah, saya juga ingin memutar lagu kesukaan ku dong jangan lah begini 😓😓 jika tidak seperti ini lagi bakalan ku kasih bintang 5 😌😌",5,2025-12-24 05:17:38
"udah pakai spotify premium tapi asal pasang musik, pasti lagu berikutnya gk nyambung",2,2025-12-24 05:12:44
music nya full keren,5,2025-12-24 05:01:49
aplikasi musik yang sangat bagus dan lengkap lagu lagu nya,5,2025-12-24 05:01:08
sangat bagus,5,2025-12-24 04:56:43
Spotify tiba tiba rusak dan gk bisa di baikin,4,2025-12-24 04:54:39
sangat membantu bisa menghibur sekali,5,2025-12-24 04:47:52
"bisa cari lagu apa saja yang aku sukai di sini, menyenangkan sekali ☺️ suaranya jernih, asalkan sinyal data/wifi lancar, musiknya juga lancar",5,2025-12-24 04:47:04
mantap,5,2025-12-24 04:36:15
bagus banget,5,2025-12-24 04:32:17
Aplikasi ini sangat enak dan bagus kita dapat mendengarkan musik yg kita ingin kan semua nya bagus tidak ada yg kurang dan saya suka aplikasi ini,5,2025-12-24 04:31:03
"bjir lah cok dikit"" iklan dikit"" iklan.. 1. ga bisa di skip 2. iklan ga cuman 1 kali tapi 4 kali.. 3. ngagetin (dgr mellow tiba tiba, SELAMAT PAGI MAIN CHARACTER) TF?? jadi males denger lagu jujur, iya tau mau dorong orang"" buat premium, tapi pikirin lah orang"" yg emang ga mau premium, munculin iklan tuh yg logic aja berapa",1,2025-12-24 04:22:02
sangat baikk dan bagus,5,2025-12-24 04:11:09
sangat bagus aplikasi sangat mudah,5,2025-12-24 04:08:55
"sbnrya udh bagus, gw beli paket pelajar dan cukup worth it, shuffle nya jg bagus2. bs ngikutin selera kita jd nnti di beranda bs di kasih rekomendasi lagu2 bagus, aplgi demgan playlist liked song. overall udh bagus cma mnrt gw saran adain fitur AI kayak akumulasi otomatis music, jd kek misal nih liked song itu kan campur2 jd bs di uraikan sama AI nya untuk lagu galau, pop dll jd bs nyesuaikan mood dan kondisi tnpa hrus satu2 masukin ke playlist. itu aj si",5,2025-12-24 04:07:08
"sangat buruk, tidak bisa memilih secara bebas meskipun belum memakai kesempatan memilih lagu sama sekali di playlist favorit. ketika dipencet ga bisa. terus buat apa lu nyaranin masukin playlist favorit lagu² di iklan????",1,2025-12-24 03:57:55
saya menyukai nya walaupunn beriklan dan walaupun layar mati tapi masih berbunyi musik nya,5,2025-12-24 03:54:41
"gampang pakainya,tinggal sentuh",5,2025-12-24 03:54:30
mantap,5,2025-12-24 03:51:11
"sumpil dah,kan gua perbarui langganan kan,tapi makin aneh woilah,setelah di update juga sama.kdg gua lagi denger musik tuh suka tiba tiba mati cik,benci bat gua..trus banyak bug lain juga kayak..lagu nya tuh jalan itunya apa si,tapi ga ada suara apa apa woi,volume udah full juga jadi sedih gua.offline backup gua gada lagi cik,dulu mah sebelum gua update masi bisa offline,trus ini ga bisa,sedih bat gua wok🥺tulung dung sputupuy,gua benci deh,jangan add add bug dungs di pembaruan nyo🥺🥺🥺👍💔💔",4,2025-12-24 03:45:15
mantaf,5,2025-12-24 03:42:28
very good to use to relax or when sad 🎧,5,2025-12-24 03:35:22
pas ngerjain tugas dengerin Spotify enak,5,2025-12-24 03:34:08
suka bangettt soalnya bisa ngetik lirik nanti muncul deh,5,2025-12-24 03:28:05
"maaf yah min bintang 1, Spotify inu bagus tapi ada bug entah itu bug ato apa pas kita ngeplaylist in lagu baru dan lagu barunya mau di dengerin tapi malah gak main main lagunya jadi Tolong yah min bug entah apa itu di perbaiki..",4,2025-12-24 03:23:27
Terlalu banyak iklan udah gitu sekali iklan ga ngotak jir bisa 1 menit lebih jadi mengganggu saat mendengarkan musik,1,2025-12-24 03:17:50
apa sih spotify apa apa kalo mau denger lagu bayar apa apa bayar nyebelin anjirr,3,2025-12-24 03:06:08
"sekarang apa apa di premium in, masa milih lagu sendiri sekarang udah disuruh beli premium",1,2025-12-24 02:55:45
"ini buat aku, music holic",5,2025-12-24 02:53:52
"Spotify ini sangat bagus lagunya, lagu saat aku sedang kesepian dan sedih.",5,2025-12-24 02:46:00
good app! suitable for listening music while studying (i recommended to subscribe spotify premium so itll be no ads),5,2025-12-24 02:43:17
aplikasi ini sangat bagus untuk mendengar kan lagu dan aplikasi ini sangat recommended untuk kerja sambil mendengarkan lagu,5,2025-12-24 02:33:20
cocok untuk sambil main epep🗿🗿,5,2025-12-24 02:22:35
bagus bgt kk,5,2025-12-24 02:13:10
bagus,5,2025-12-24 01:49:10
suka banget sama spotify solnya bisa dengerin lagu kesukaan aku,5,2025-12-24 01:29:37
kurangin iklannya ya mbak developer.. klo bsa jangan sampai 4 💓,4,2025-12-24 01:29:02
mantap,5,2025-12-24 01:27:31
paling bisa di andelin,5,2025-12-24 01:21:43
😁,5,2025-12-24 01:18:38
"astagfirullah baru juga nyetel 1 lagu iklan nya sampe 3 4 mana gak bisa di skip yang bener ajalah mentang mentang gratis gratis"" gini juga pake kouta woy",2,2025-12-24 01:11:14
bagus untuk main gem sambil mendengarkan lagu duka,5,2025-12-24 01:06:18
good,5,2025-12-24 01:05:37
lagu ke sukaan ku hilang judulnya song to my friend,3,2025-12-24 01:05:00
🤙,5,2025-12-24 01:03:55
keren kak lagu lagu nya,5,2025-12-24 00:54:03
bagus bisa dengar lagu kalau lagi gabut atau lagi di perjalanan(itu pun kalau punya sinyal :D),5,2025-12-24 00:53:58
sangat bagus,5,2025-12-24 00:18:28
dengan spotify kita bisa dengerin musik yang kita inginkan tanpa iklan dan kita bisa melakukan aktivitas lain di handphone karena dengan aplikasi spotify kita bisa tetap mendengarkan musik walaupun kita keluar dari aplikasi.,5,2025-12-23 23:43:50
keren n mantap,5,2025-12-23 23:15:20
dengerin musik jadi gak ribet,5,2025-12-23 23:05:16
"cukup baik dan sportip dalam nuansa setiap lagu, tapi terlalu banyak iklan",5,2025-12-23 22:54:43
"bagus aku suka, tapi iklan nya itu loh banyak bangettttttt",4,2025-12-23 22:44:23
bagus sekali,5,2025-12-23 22:41:04
"apk nya bagus Bett anjayyyy,gua klo lagi makan,lagi main,klo ga bisa tidur,lagi betmut,lagi galau,pas mandi,pas main Pollybuz,pas di bulan,pas di mars,dan di tempat-tempat yg pernah ada selalu dengerin musik dari Spotify,lopeeee dehhhh pokokkkknyaaaaaa🤭✌️",5,2025-12-23 22:40:52
semua lagunya enak di dengar,5,2025-12-23 22:31:05
"Ntah lah, benci banget sama iklan iklan yang muncul, terus durasinya panjang², bener bener kek maksa kita buat premium 🫩 like c'mon man, aku cuman mau denger lagu.. lebih baik kembalikan Spotify yang dulu yang dimana lirik lengkap, iklan ga sepanjang dan ga se gangguin itu 🥀",2,2025-12-23 22:20:31
FC Barcelona love spotify cam nou❤❤❤,5,2025-12-23 22:12:44
"mengapa Spotify saya tidak bisa memutar lagu di playlist?,mohon perbaiki",3,2025-12-23 21:38:19
"bagus,nikmatt dan lengkap",5,2025-12-23 21:03:06
good,5,2025-12-23 20:58:30
Menarik,5,2025-12-23 20:22:44
gak semua lagu ada lirik ya dan gk semua lagu mudah di cari ya,4,2025-12-23 20:05:48
saya selalu mendengarkan lagu ketika saya sedang kesepian,5,2025-12-23 19:03:23
harganya kok jadi naik sihh,4,2025-12-23 18:58:36
lagu nya enak untuk di dengar,5,2025-12-23 17:14:08
"audio ok banget, gapapa banget ada iklan tapi kenapa sekarang harus premium? ga bisa play music yang dipilih? kecewa berat pengguna spotify lama :)",1,2025-12-23 16:50:58
memutar ulang lagu doang harus premium🥲,1,2025-12-23 16:46:41
gratisin premium pls awokawokawok,5,2025-12-23 16:32:53
aku suka,5,2025-12-23 16:14:28
bagus banget saya Terpukau,5,2025-12-23 16:06:54
tambahin fitur kirim stiker diobrolan,5,2025-12-23 16:04:54
"iklan terussss, lgu nya dibatasin,gasukaa bnget mn iklan smpe 5 lo, ga banget 🙏🏻",1,2025-12-23 15:58:39
bagus bgt Spotify nya bisa putar lagu sepuasnya tanpa ada batas dan lirik lagu nya juga bagus bgt aku disini kasih bintang 🌟🌟🌟🌟🌟 soalnya bagus bgtt,5,2025-12-23 15:46:53
"udh bagus sii ini, tpi di sebagian lagu gk ad liriknya, apalagi kalo lagu Korea jarang ad lirik",5,2025-12-23 15:40:02
sekarang malah tambah parah + makin kikir,1,2025-12-23 15:38:59
sya kasih bintang 3 di karenakan sya tidak dapat melihat Untk membaca lagu nya dan lagu nya pada enak,3,2025-12-23 15:38:39
cinta bgt sm Spotify,5,2025-12-23 15:36:18
ko wrapped saya tidak tersedia ?,3,2025-12-23 15:23:58
sedikit kurang banyak iklan,5,2025-12-23 15:22:57
ok,4,2025-12-23 15:14:42
stress. Semua fitur aja sekalian dibikin premium,1,2025-12-23 15:13:23
"Masih dengan kendala nya yang gatau kenapa suka mati sendiri spotify nya, gamau tau, kalo belum ada kejelasan, ga akan full bintang 5 entah aku yang oon, atau memang aplikasi nya yang bermasalah, muak banget asli. Terus iklan nya, apaan banget, muter 1 lagu bisa dapet 4 iklan, lu kalo ngasih iklan ngotak dong",1,2025-12-23 15:08:57
belum tau kan belum ku coba,4,2025-12-23 15:08:06
ten of ten,5,2025-12-23 15:04:50
matap,5,2025-12-23 15:03:47
mantap aplikasinya,5,2025-12-23 14:56:49
mantab,5,2025-12-23 14:51:04
"apk nya udah bagus tapi kebanyakan iklan, maksa bgt premium lagi dengerin jadi keganggu huhuu (my opinii)",3,2025-12-23 14:47:52
bagus banget,5,2025-12-23 14:46:48
sangat menghibur,5,2025-12-23 14:40:36
Cocok Buat yang lagi galau !,5,2025-12-23 14:33:52
bagus,5,2025-12-23 14:25:46
bagus,5,2025-12-23 14:13:51
pengalaman saya setelah men instal aplikasi ini hari hari saya terasa bahagia dengan lagu lagu yang ada di aplikasi ini dan saya tidak merasa bosan saat perjalanan panjang karna saya bisa mendengarkan musik di aplikasi ini. aplikasi ini juga memudahkan saya mencari lagu karna saya tinggal ketik lirik lagi nya saja pasti akan muncul judul lagunya dan itu membuat saya puas karna tidak repot untuk mencari cari lagi dan terimakasih karna sudah diciptakannya aplikasi Spotify ini di dalam hidupku love,5,2025-12-23 14:11:15
"baguss aplikasinya, tapi kenapa kalo lagi iklan spotify di tv itu tiba' suaranya kenceng banget, padahal musik yang di putar itu sedang suaranya. bukan dari kontrol volume nya tapi emang dari apl nya..",5,2025-12-23 14:10:15
"ga bisa login jirr, padahal udh bikin akun",5,2025-12-23 14:07:54
baguss,5,2025-12-23 14:06:54
ok,5,2025-12-23 14:03:56
bgus,1,2025-12-23 14:01:00
baguss bgt sii tpii yang gk enk pas mw masuk ke Spotify alamat email dlu,5,2025-12-23 13:56:20
sangat baik dan juga bisa oflain terus gak di bebani iklan waah ini sangat bagus,5,2025-12-23 13:55:58
"lagu nya bagus semua, suara nya enak di dengar dan semua lagu ada di spotivy, yuk download spotivy agar kamu dapat menikmati lagu lagu favorit mu!😋😊",5,2025-12-23 13:51:03
Pelit,1,2025-12-23 13:49:00
enak seru buat didengerin aku suka banget‼️ jangan sampe hilang ya aplikasi nyaa,5,2025-12-23 13:42:39
👍,5,2025-12-23 13:33:27
sippp dah,5,2025-12-23 13:30:57
"pembayaran ulang sulit, dan region susah diubah",1,2025-12-23 13:30:08
"habis di update bahkan ga bisa pilih dan putar lagu yg disukai di playlist,gimana nih",1,2025-12-23 13:27:15
bgus,5,2025-12-23 13:24:27
"banyak banget iklan ajg,tapi sangat recommended 👍",5,2025-12-23 13:22:52
Spotify sangat bagus,5,2025-12-23 13:21:32
bagus 🤗,5,2025-12-23 13:06:30
bintang lima langsung karena pendaftaran akun gratis GK kayak Netflix dan juga lagu lagu premium nya masih ada yang gratis sumpah developer Spotify lebih baik guys GK kayak Netflix.netflix pelit,5,2025-12-23 12:59:56
"bagus, tapi kenapa spotify nya sering macet' ya?",5,2025-12-23 12:56:38
"iklan ga ngotak smpe 4 kdng hmpir 5, mna smpe 1 menit 1 iklan,org mo tidur dngr musik jdi dngr iklan jadi nya,mna skrng gabisa milih lagu mna yg mau dipilih,harus di sesuaikan sm apk ny sndri,hrus byar jg,pdhl ni apk sblm trkenal bgus bgt bgt bgt tp lama kelamaan malah makin bnyk iklan+bayar smnjk udh viral",2,2025-12-23 12:51:04
di apk ini semua lagu terdaftar apk ini sangat bagus sekali,5,2025-12-23 12:49:40
seru bisa degerin lagu sambil main game,5,2025-12-23 12:49:23
keren banget asli lagu nya,5,2025-12-23 12:49:14
bagus cuma banyak iklan plis 🙏,4,2025-12-23 12:48:16
sangat jelas,5,2025-12-23 12:38:38
👍👍👍,4,2025-12-23 12:25:30
lagu nya ada semua,5,2025-12-23 12:21:18
mending langganan apple music daripada langganan sama si kikir ini,1,2025-12-23 12:19:30
"bagus, jernih suaranya",5,2025-12-23 12:14:13
aplikasi bagus nggak ada iklan seneng d3h semoga seterus nya seprti ini semoga sukses selalu,5,2025-12-23 12:08:34
"good, kurangi iklannya",5,2025-12-23 12:06:27
bagus,5,2025-12-23 12:04:59
terlalu banyak iklan,3,2025-12-23 12:00:51
udh bagus sih tapi minus nya banyak hal yang harus premium,3,2025-12-23 11:58:44
jelek apa apa harus bayar jadi ga nyaman tau dengerin nya,1,2025-12-23 11:57:27
makin kesini makin kikir,1,2025-12-23 11:53:18
bagus enak bet,5,2025-12-23 11:49:22
"Spotify udah bagus, tapi masalah nya di bagian pemutaran, dimana jika ingin memutar lagi yang sama terus harus premium, dan itu juga offline harus premium, tolong Spotify perbaiki sistem premium mu",4,2025-12-23 11:47:45
👍,5,2025-12-23 11:45:09
change your smart shuffle to stupid shuffle,3,2025-12-23 11:38:46
kurang opsi pembayaran kalo bisa pake pulsa,4,2025-12-23 11:30:19
"kebanyakan iklan, music ga lengkap, iklan nya ganggu banget, kebelet premium",2,2025-12-23 11:28:52
APP NYA BAGUS BANGETT BISA CARI LAGU SESUAI SELERAA AKU KASIH BINTANG 5 DEH!!,5,2025-12-23 11:12:36
"bagus banget lagu""nya juga lengkap banget jadinya ga pernah bosan dengerin lagu",5,2025-12-23 11:08:01
pliss kurangin iklannya,5,2025-12-23 11:06:32
I really enjoy the playlist on Spotify,5,2025-12-23 10:57:03
MANTAP BOSSS,5,2025-12-23 10:49:11
"nih aplikasi keren banget ui nya juga simpel ringan,cuman pengen fitur putar sesuai urutan gratis sih🙂‍↕️",5,2025-12-23 10:49:05
"lagu fav tb tb gak bisa di stell, ngestuck gak bunyi"" coba di musik lain kecuali fav bisa elah",1,2025-12-23 10:45:00
karna sangat baguss✨✨,5,2025-12-23 10:33:47
buat dengerin lagu pas tambah lagu baru gak bisa di putar,1,2025-12-23 10:25:18
"tolong dong di perbaiki,ada bug ,masa saya pencet lagu yg baru saya tambahin ke favorit,msa gk ke puter , tolong dong udh kesel banget ini🙄",2,2025-12-23 10:24:40
bagus,5,2025-12-23 10:19:20
aplikasi ini bgsss bangett,5,2025-12-23 10:17:14
kikir ajg.,1,2025-12-23 09:55:44
"Enak, tapi sekarang kebanyakan iklan",5,2025-12-23 09:42:30
bagus,5,2025-12-23 09:39:48
musiknya sangat nyaman buat di dengar,5,2025-12-23 09:36:04
ini knp gabisa denger lagu yg disukain?,1,2025-12-23 09:31:23
kikir bet,1,2025-12-23 09:30:43
kurangin dong min premium nya,5,2025-12-23 09:24:48
bagus,5,2025-12-23 09:15:15
untuk belangganan bulanan mahal apa bisa di jadikan 2 dolar untuk 1 bulan,3,2025-12-23 08:45:11
bagus,5,2025-12-23 08:43:42
tolong biar bisa offline tapia ga premium,3,2025-12-23 08:41:42
ok,5,2025-12-23 08:35:58
aplikasi ini sangat bagus😉,5,2025-12-23 08:28:42
mending jangan download ini deh kesel enggak bisa download mana pake entah apalah gak jelas mending jangan nonton ini habisin Kouta aja,1,2025-12-23 08:26:25
megilan luar biasa,4,2025-12-23 08:25:56
"spotifynya mmg bagus tapi ada bug di spotify saya yaitu pas saya muterin lagu yang salah, saya mau ganti lagu ke yang bagus nah malah gak bisa di pencet apapun nah jadi saya harus hapus dan donwload ulang tapi hasilnya tetap sama jadi pas mau update bug nya tolong di benerin ya Terima kasih...",4,2025-12-23 08:16:33
lumayan keren,4,2025-12-23 08:10:29
BAGUS BANGET👍🏻👍🏻,5,2025-12-23 08:07:37
seruu banget bisa dengerin lagu,5,2025-12-23 07:58:06
aplikasi jelek dikit-dikit iklan kikir banget jadi aplikasi,1,2025-12-23 07:50:34
dengar lagu di Spotify rasanya bagus banget dan semuanya gampang di cari hanya dengan lirik nya saja,5,2025-12-23 07:48:22
Sangat bagus,5,2025-12-23 07:39:35
bagus dan banyak lagu,5,2025-12-23 07:20:30
sangat bagus,4,2025-12-23 07:11:18
"MULAI JADI APK KAPITALIS WKWK, IKLAN GA NGOTAK 1/4 TANPA SKIP. MILIH LAGU DIBATASIN HAHA, TINGGAL NUNGGU AWAL KEHANCURAN SPOTIFY🤘🏼",1,2025-12-23 07:08:11
"ada bug, music yang dimainkan diluar playlist like songs bisa tapi ketika play di dalam playlist tidak mau memutar, saya sudah test di 3 device berbeda dan sama semua masalahnya, tolong di perbaiki",3,2025-12-23 07:06:07
"apk sampah, gua mau milih lagu aja di suruh Prem, dimana hak kebebasan gua memilih lagu?!",1,2025-12-23 07:04:57
enjoy listening,5,2025-12-23 07:02:50
tapi kok yang aku harus bayar yah😭,4,2025-12-23 06:57:50
Kikir amat ni spotify,3,2025-12-23 06:32:30
keseringan bug ini app,2,2025-12-23 06:30:18
"Spotify dulu sampe sekarang udh bagus ,cuman minus nya sekarang agak gimana gitu,1. karena banyak sponsor,aslinya GPP ada sponsornya tapi jangan bnyak2.yg ke 2.sekarang kalo buka apa2/ aplikasi lainnya sambil dengerin Spotify pasti Spotify nya langsung mati,benci bgt harus bolak-balik ke aplikasi Spotify,kyk GK bisa tenang dengerin lagunya,udh sih itu aj.....tolong di update lebih bagus lagi ya min biar sponsornya GK terlalu banyak & biar bisa dengerin lagu walaupun lagi bukak aplikasi lainnya☺️",3,2025-12-23 06:25:17
bagus🔥🔥🔥🔥,5,2025-12-23 06:21:03
keluar iklan,4,2025-12-23 06:16:14
"baguss, tapi menurut ku banyak iklan nya",5,2025-12-23 06:13:10
aku mau dengar lagu tiba tiba GK bisa di klik lagu ya langsung kayak di paus gitu pls di perbaiki ☺️,3,2025-12-23 06:08:01
bagus banget 🤩🤩,5,2025-12-23 05:52:50
"sebenarnya aplikasi nya bagus buat dengerin lagu tapi kita terlalu di paksa buat beli premium, kalok gak beli biasanya gak bisa dengerin lagu favorite gak bisa nambah lagu yang di sukai dulu perasaan gak gitu deh tolong ini jangan terlalu memaksa kita buat beli premium",2,2025-12-23 05:49:49
mantap!!!,5,2025-12-23 05:46:12
"ini apk buat denger musik apa iklan? setiap baru dengerin satu lagu langsung iklan, 4 iklan sekaligus malah. bikin males klo kaya gini, kurangin deh, bad mood bgt lagi dengerin musik tetiba iklan. maksa premium lagi, ogah",1,2025-12-23 05:46:11
keren,5,2025-12-23 05:38:42
"suara audio dari Spotify sangat ku suka dan lebih seru bila di pasang melalui bluetooth ke audio mobil 🚐📱sangat nendang banget dan semua judul lagunya sangat lengkap,masalah iklan hanya dari Spotify, pertahankan yaaaaa bos untuk kepuasan untuk para pelanggan Spotify.🙏👍",5,2025-12-23 05:38:07
bagus ada lagu lagu bagus gua suka,5,2025-12-23 05:36:19
"sekarang putar lagu doang harus premium, cuma putar lagu.",1,2025-12-23 05:33:47
iklan nya bejibun,1,2025-12-23 05:10:11
"lagu nya lengkap, aplikasi ny simple, enak jg buat denger lagu nostalgia jadul2, temen pengisi waktu luang dan santai di rmh dan perjalanan, thx spotify",5,2025-12-23 05:04:57
🤘🤘🤘🤘🤘🤘🤘🤘😑,3,2025-12-23 05:02:27
saya sudah mencari Helios rap remix tetapi tidak ada yang saya liat di koleksi saya yang disukai.. ini saya jujur y maaf.. saya ini tidak berbohong dengan nya tetapi ini beneran.. saya mohon kalau Helios rap remix ini seharusnya ada tetapi tidak ada.. tolong berbaiki dengan Spotify nya dengan lagu lagu nya ya.. pemilik Spotify...🙏🏻,4,2025-12-23 05:00:12
"1 lagu 1 iklan . aplikasi ini bagus jadi bintang iklan , biar nyaingin drama china 🤣",2,2025-12-23 04:47:33
suara jernih dan bagus didengarkan sambil jalan2,5,2025-12-23 04:41:25
"kenapa paket family dihapus ? dan dihapus di tengah jalan lagi, saya pakai paket family sama keluarga, seharusnya durasi berakhir di awal bulan januari 2026, tapi kenapa di tanggal 23 desember 2025 in8 berakhir ? ternyata karena dihapus yaa.. mohon yaa spotify pertanggung jawabannya",1,2025-12-23 04:37:05
iklan semakin lama semakin panjang aja,3,2025-12-23 04:36:37
enakk puoll buat dengr musikk🫰🏻😍,5,2025-12-23 04:32:55
"habis update kok Spotify saya eror ya mau dengerin playlist saya nggak bisa, tapi ada beberapa lagu yg bisa Ama ada musik yg tidak di dengerin",2,2025-12-23 04:09:20
bgus,5,2025-12-23 03:57:15
iklan mulu,1,2025-12-23 03:49:11
bagusss,5,2025-12-23 03:48:51
kecewa aja masa udah cape² bikin playlist malah lagu lain yang di setel kecewa banget ama spotify padahal udah lama pake dan udah nyaman juga malah kayak begini menurutku ini update se gak berguna menurutku masa harus banget pake spotify premium? sama aja kayak capcut apa-apa harus premium. tolong di perbaiki lagi update-an nya...,1,2025-12-23 03:42:54
bagus semua ada disini,4,2025-12-23 03:41:42
emang ini aplikasi paling sering digunakan tapi minesnya sering muncul iklan,4,2025-12-23 03:38:52
"kebanyakan bug padahal mood udah bagus mau dengerin musik dari apl ini malah dipencet gamau ke play, gamau rugi banget pake segala diatur² bangetttt ngejebak disuruh bayar apalah inilah itulah",1,2025-12-23 03:28:02
"lama-lama males sama update nya, bikin badmood kalau mau milih lagu ga bisa, kalau lagi dengerin di playlist suka keputar lagu diluar dari playlist, kalau kesempatan skip habis ya cuma bisa dengerin lagu yang gajelas itu, nyari untungnya ga sehat.",1,2025-12-23 03:20:39
kebanyakan iklan,3,2025-12-23 03:18:51
Bagusssssss,5,2025-12-23 03:17:16
"baguss,laguu nya lengkap tapi iklannya tolong dikurangin😄😄",5,2025-12-23 03:07:07
"Bagus, cuma yg gratis kwalitas suara bnyk yg gk bagus/kompresan",4,2025-12-23 03:04:05
bagus banget tapI kurangnya harus pake premium mulu,3,2025-12-23 02:56:32
tidak lengkap musik musik jelek,1,2025-12-23 02:53:31
baguss,5,2025-12-23 02:35:39
good....,4,2025-12-23 02:34:06
seru banget lagunya aku suka bangetttt pokoknya aaa🙏🥰,5,2025-12-23 02:32:51
